Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
single,Transfer,second choice,Nursing,daytime,Secondary education,160,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",161,yes,no,no,yes,female,yes,22,no,0,8,8,7,13.08,0,0,8,8,7,13.08,0,10.8,1.4,1.74,Graduate
single,Over 23 years old,second choice,Advertising and Marketing Management,daytime,Secondary education,120,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",100,no,no,no,yes,female,yes,25,no,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate
single,2nd phase - general contingent,second choice,Communication Design,daytime,Secondary education,124,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Student,117.6,yes,no,no,yes,male,no,20,no,0,6,9,6,10.6666666666667,1,0,6,6,5,11.2,0,7.6,2.6,0.32,Graduate
single,Over 23 years old,second choice,Nursing,daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Armed Forces Professions,100.8,no,no,no,yes,male,no,24,no,0,7,18,0,0,0,0,7,7,0,0,0,13.9,-0.3,0.79,Dropout
single,2nd phase - general contingent,third choice,Journalism and Communication,daytime,Secondary education,133.1,Brazilian,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,105,yes,no,no,no,female,no,21,yes,0,6,6,6,14,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate
single,International student (bachelor),second choice,Equinculture,daytime,Secondary education,133.1,Brazilian,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,100,no,no,no,yes,female,no,26,yes,0,6,7,2,12,1,0,6,6,0,0,0,8.9,1.4,3.51,Dropout
married,Over 23 years old,second choice,Basic Education,daytime,11th year of schooling - not completed,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Unknown,Student,Student,115.5,no,no,no,yes,female,no,39,no,0,6,12,3,12.6666666666667,0,0,6,14,0,0,1,7.6,2.6,0.32,Dropout
married,Over 23 years old,second choice,Social Service (evening attendance),evening,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,114,no,no,no,yes,female,no,44,no,2,8,11,8,11.875,0,0,6,7,6,12.3333333333333,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,sixth choice,Journalism and Communication,daytime,Secondary education,135,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",124.9,yes,no,no,yes,female,no,18,no,0,6,6,6,13.6666666666667,0,0,6,6,6,13.3333333333333,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,sixth choice,Nursing,daytime,Secondary education,132,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",120.3,yes,no,no,yes,female,yes,18,no,0,7,7,7,13.75,0,0,8,9,8,14.4777777777778,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,fifth choice,Nursing,daytime,Secondary education,115,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,111.5,yes,no,yes,no,female,no,19,no,0,7,10,4,11.96,0,0,7,7,0,0,0,13.9,-0.3,0.79,Dropout
single,Short cycle diploma holders,second choice,Veterinary Nursing,daytime,Professional higher technical course,130,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,128.8,no,no,no,yes,female,no,21,no,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,Dropout
single,1st phase - general contingent,fifth choice,Animation and Multimedia Design,daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Armed Forces Professions,110,yes,no,no,yes,female,no,20,no,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,Graduate
married,Over 23 years old,second choice,Social Service (evening attendance),evening,Secondary education,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Personal Services, Security and Safety Workers and Sellers",113.5,yes,no,no,yes,female,no,36,no,0,6,0,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,Dropout
divorced,Over 23 years old,second choice,Agronomy,daytime,Other - 11th year of schooling,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",160,no,no,no,yes,female,no,43,no,13,18,19,18,14.6315789473684,0,10,13,14,13,14.2307692307692,1,15.5,2.8,-4.06,Graduate
single,3rd phase - general contingent,second choice,Basic Education,daytime,Secondary education,123,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",117.4,yes,no,no,yes,female,no,19,no,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,Dropout
single,Change of institution/course,second choice,Communication Design,daytime,Secondary education,130,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,122.2,no,no,yes,yes,female,no,20,no,4,10,12,10,13,0,5,11,11,11,12.2727272727273,0,11.1,0.6,2.02,Graduate
single,Change of course,third choice,Nursing,daytime,Secondary education,120,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Unknown,Other Situation,Student,121.5,no,no,yes,yes,female,no,22,no,11,14,14,12,12.3333333333333,2,11,14,14,12,12.3333333333333,2,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,third choice,Social Service,daytime,Secondary education,122,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",118.2,yes,no,no,yes,female,no,19,no,0,6,0,0,0,0,0,6,0,0,0,0,16.2,0.3,-0.92,Dropout
single,1st phase - general contingent,second choice,Veterinary Nursing,daytime,Secondary education,113,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,106.7,yes,no,no,yes,female,no,20,no,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout
single,1st phase - general contingent,sixth choice,Nursing,daytime,Secondary education,111,Portuguese,Higher Education - Degree,Higher Education - Master's,Administrative staff,Intermediate Level Technicians and Professions,108.2,yes,no,no,yes,female,no,20,no,2,7,9,6,13.2666666666667,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,142,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Skilled Workers in Industry, Construction and Craftsmen",136.1,yes,no,no,yes,female,no,18,no,0,6,8,6,13.8571428571429,0,0,6,6,6,15,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,second choice,Veterinary Nursing,daytime,Secondary education,131,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,139.8,yes,no,no,yes,female,no,19,no,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,fourth choice,Journalism and Communication,daytime,Secondary education,158,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",157,yes,no,no,yes,female,no,18,no,0,6,6,6,12.6666666666667,0,0,6,7,6,12.5714285714286,0,10.8,1.4,1.74,Graduate
single,2nd phase - general contingent,third choice,Nursing,daytime,Secondary education,122,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,131,yes,no,no,yes,female,no,18,no,0,7,7,6,12.5166666666667,1,0,7,7,6,12.5166666666667,1,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,third choice,Veterinary Nursing,daytime,Secondary education,140,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",137,no,no,no,yes,female,no,18,no,0,5,12,5,13.1428571428571,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,second choice,Management,daytime,Secondary education,127,Portuguese,Higher Education - Bachelor's Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",121.8,no,no,no,yes,female,no,18,no,0,5,5,5,12.6,0,0,5,5,5,14,0,11.1,0.6,2.02,Graduate
single,2nd phase - general contingent,second choice,Tourism,daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",131,yes,no,no,yes,female,no,21,no,0,6,12,3,11,0,0,6,12,2,11,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,third choice,Management,daytime,Secondary education,120,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",118.6,yes,no,no,yes,female,no,19,no,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,137,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,Unskilled Workers,122.3,no,no,no,yes,female,no,19,no,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,131,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,127.9,no,no,no,yes,female,yes,19,no,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,second choice,Veterinary Nursing,daytime,Secondary education,130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",121.3,yes,no,no,yes,female,no,19,no,0,6,15,6,14.1666666666667,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Graduate
single,2nd phase - general contingent,seventh choice,Oral Hygiene,daytime,Secondary education,122,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",117.1,yes,no,no,yes,female,no,19,no,0,7,12,5,12.1,0,0,7,0,0,0,0,13.9,-0.3,0.79,Dropout
single,Technological specialization diploma holders,second choice,Veterinary Nursing,daytime,Technological specialization course,160,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,160,yes,no,no,yes,female,no,20,no,1,6,7,6,14.1666666666667,0,1,6,17,5,13.7777777777778,0,12.4,0.5,1.79,Graduate
single,2nd phase - general contingent,fourth choice,Social Service,daytime,Secondary education,131,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Technological specialization course,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,122.6,yes,no,no,yes,female,no,18,no,0,6,7,6,13,0,0,6,6,6,13.6666666666667,0,12.4,0.5,1.79,Graduate
single,2nd phase - general contingent,seventh choice,Nursing,daytime,Secondary education,132,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Installation and Machine Operators and Assembly Workers,Unskilled Workers,128,yes,no,no,yes,female,no,19,no,0,7,7,7,13.4671428571429,0,0,8,9,8,15.0111111111111,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,fourth choice,Nursing,daytime,Secondary education,138,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,124.9,yes,no,no,yes,female,yes,18,no,0,7,9,7,13.2375,0,0,8,9,7,13.7428571428571,0,13.9,-0.3,0.79,Dropout
single,2nd phase - general contingent,third choice,Communication Design,daytime,Secondary education,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,123.7,yes,no,no,yes,female,no,18,no,0,6,6,6,12.3333333333333,0,0,6,6,6,13,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,fifth choice,Management,daytime,Secondary education,126,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Installation and Machine Operators and Assembly Workers,120.1,yes,no,no,yes,female,no,19,no,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,seventh choice,Nursing,daytime,Secondary education,148,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,131.7,yes,no,no,yes,female,no,19,no,0,7,8,5,14,0,0,7,7,0,0,0,13.9,-0.3,0.79,Dropout
single,Change of course,second choice,Social Service,daytime,Secondary education,130,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",133.2,no,no,no,yes,female,no,20,no,5,9,15,9,11.6666666666667,0,2,7,8,7,11.7142857142857,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,117,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intermediate Level Technicians and Professions,Unskilled Workers,109.3,no,no,yes,no,female,yes,19,no,0,6,7,5,12,0,0,6,9,4,12.5,0,12.4,0.5,1.79,Dropout
single,2nd phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,120,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",113,yes,no,no,yes,female,no,20,no,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,second choice,Journalism and Communication,daytime,Secondary education,153,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Office workers, secretaries in general and data processing operators","Workers in food processing, woodworking, clothing and other industries and crafts",157.9,no,no,yes,yes,female,yes,18,no,0,6,6,6,14.8333333333333,0,0,6,6,6,14.8333333333333,0,8.9,1.4,3.51,Graduate
single,3rd phase - general contingent,second choice,Nursing,daytime,Secondary education,178,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Installation and Machine Operators and Assembly Workers,174.7,no,no,no,yes,female,no,18,no,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,sixth choice,Nursing,daytime,Secondary education,129,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,128.8,yes,no,no,yes,female,no,19,no,0,7,7,6,12.6666666666667,0,0,7,7,6,12.6666666666667,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,seventh choice,Journalism and Communication,daytime,Secondary education,116,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,110.1,yes,no,no,yes,female,yes,19,no,0,6,8,6,12.6666666666667,0,0,6,10,5,12,0,12.4,0.5,1.79,Graduate
